63.2742 S, 115.9766 W
49.4328 N, 139.2361 E
54.8951 N, 57.7190 E
39.5899 S, 26.4200 E
83.0669 S, 148.1606 W
35.4161 N, 151.8558 W
36.6464 S, 138.4884 W
65.4617 S, 97.6304 E
69.2586 N, 112.4099 E
25.1731 S, 40.5004 E
26.3992 S, 164.6266 E
86.8793 S, 13.9267 W
26.2953 N, 88.9879 W
64.4100 N, 108.8283 W
71.0750 N, 103.2383 E
74.1746 N, 117.9064 W
64.1473 N, 81.8245 E
42.3000 S, 130.4170 W
54.3463 S, 135.7347 E
79.8503 S, 148.0888 E
29.0825 N, 24.7284 W
83.6979 N, 86.1236 E
26.8598 N, 72.0548 E
47.8808 N, 102.2717 W
21.6427 N, 54.1287 W
22.3574 N, 66.4013 W
53.7078 N, 91.4681 E
74.3904 N, 176.1861 E
77.5594 N, 63.7301 E
45.5376 S, 117.5542 W
44.0474 N, 89.8753 E
61.1871 S, 150.6699 W
73.7256 S, 119.3180 W
7.3340 S, 62.7044 W
12.9958 N, 169.1666 E
7.9309 N, 37.3045 W
0.4937 N, 153.9330 E
11.4787 N, 156.8316 W
43.2364 S, 52.9537 W
36.4250 S, 121.9286 E
34.7715 N, 40.9227 E
56.5858 S, 33.6227 E
35.7807 N, 65.6766 W
36.6236 S, 148.1165 W
35.9551 N, 162.9503 W
5.1127 S, 109.9006 W
50.5587 S, 133.1524 W
16.8837 N, 140.8592 E
70.1895 N, 18.1029 E
36.3333 N, 9.1262 W
69.3048 S, 128.1032 W
36.6673 N, 64.0684 W
32.3243 N, 10.6364 W
49.5734 N, 74.3043 W
6.8877 S, 142.6634 E
87.9913 S, 93.4490 W
67.0284 N, 44.4741 E
28.3776 N, 138.6327 W
72.5171 N, 120.7044 E
45.0539 S, 124.5929 E
56.1734 S, 74.1733 W
41.2864 N, 77.0916 W
16.2970 N, 106.9366 E
10.5664 N, 44.8026 E
32.5867 S, 3.0846 E
13.4168 N, 141.1887 W
7.6632 N, 85.0311 E
80.6795 N, 102.5264 E
56.0320 S, 88.7940 W
42.3160 N, 46.1658 E
71.4122 N, 118.2492 E
21.9221 N, 38.7237 E
21.2158 N, 145.1260 E
74.6394 S, 167.0630 E
17.0423 S, 43.3317 E
11.3332 N, 36.5080 E
60.9246 N, 53.2589 W
30.9325 N, 112.1221 W
65.2226 S, 70.1269 W
66.6631 S, 11.0611 E
58.8032 N, 91.5014 W
13.9509 N, 112.4814 W
60.3590 N, 28.3908 W
39.5703 S, 174.2735 E
33.0783 S, 9.2389 W
72.2918 S, 6.5916 W
27.1644 N, 28.8407 E
60.1114 N, 168.0149 E
63.1969 N, 153.9430 E
48.2743 N, 61.1451 W
21.7124 S, 167.7498 E
77.9569 N, 53.6304 W
68.6363 S, 97.5957 W
89.9357 N, 59.9026 W
29.2764 N, 103.0850 W
82.8844 N, 164.2394 W
66.7763 N, 75.8906 E
60.2418 N, 105.0086 E
86.0742 S, 62.4125 E
44.2420 S, 138.1575 E
7.6911 S, 29.8004 W
3.7512 N, 163.1473 E
48.7372 N, 102.4106 W
67.1663 N, 96.9294 W
34.0259 N, 125.7383 W
60.6667 N, 115.7559 E
86.1853 N, 37.5231 W
88.1085 N, 65.6951 W
80.4970 S, 130.3613 E
13.3347 N, 142.0096 E
6.3280 N, 118.4107 E
70.0001 S, 167.6040 W
63.0039 S, 98.9969 W
48.4317 S, 102.4898 W
41.4777 N, 77.8160 E
58.8843 N, 150.7747 W
12.2568 N, 100.6103 E
51.0810 N, 3.7669 W
76.9854 N, 89.0194 E
43.3265 N, 73.2763 W
62.8700 S, 11.7417 W
10.5673 N, 155.6310 E
56.4743 S, 116.2303 W
4.8250 N, 36.9295 W
81.3149 S, 88.0169 W
52.0055 N, 9.5285 W
38.4162 N, 123.4221 E
23.8948 N, 123.0646 W
29.1329 S, 89.8826 E
26.1633 S, 51.8950 E
44.8919 S, 81.6977 W
0.2792 S, 169.6619 W
37.4980 S, 138.4348 E
38.5298 S, 113.3036 W
69.2302 N, 60.8482 E
48.9662 N, 129.8285 W
35.3130 S, 161.9688 E
57.6044 N, 89.0481 E
86.8214 S, 89.6004 E
2.4950 N, 55.4802 E
41.3944 N, 153.8944 E
37.1165 S, 78.4877 W
19.6057 N, 26.0533 E
70.0094 N, 11.3116 W
76.5794 S, 15.3311 W
17.1310 N, 104.0853 E
32.5518 S, 143.6966 W
17.6304 N, 101.3854 W
35.6951 S, 76.7928 W
8.8335 N, 175.4881 W
8.4829 S, 131.7267 W
31.5766 S, 83.4783 E
57.3766 N, 80.3255 W
41.3697 S, 164.4771 W
78.4273 S, 78.8079 W
73.7177 N, 175.3734 E
37.2444 N, 8.6621 E
10.7111 S, 97.7955 W
7.8080 N, 11.3348 E
27.5149 N, 136.7876 W
56.0073 S, 177.1631 W
24.3568 S, 130.8558 W
29.6730 N, 21.4299 E
34.4344 N, 26.3742 E
68.1308 N, 106.9789 E
23.7506 N, 90.3450 E
73.4624 S, 160.2441 E
11.4605 S, 64.4881 E
25.5680 N, 64.5937 E
18.4411 S, 81.2953 E
28.8496 N, 84.0485 W
54.0466 N, 69.5030 W
68.7529 N, 47.8579 E
87.5138 N, 165.3205 E
22.8343 N, 12.9656 E
35.1620 N, 139.0165 E
83.9916 S, 158.8666 E
5.2949 N, 115.6935 E
57.5213 N, 162.3407 W
52.0532 S, 58.0589 W
30.7866 N, 156.6171 E
57.9743 S, 102.8682 W
73.5697 N, 82.7472 E
9.3594 N, 84.3362 E
36.5213 N, 50.6156 W
15.6553 N, 90.4600 W
43.0237 N, 61.5492 E
24.1765 S, 7.9297 W
81.2543 S, 138.4023 W
16.2446 N, 54.0824 E
23.9113 S, 67.2086 W
23.9144 S, 107.1342 W
29.1104 N, 38.6213 E
10.8728 S, 111.5506 E
33.4195 S, 55.6216 E
19.8632 S, 157.1754 W
39.1357 N, 121.4177 W
81.8374 N, 126.2382 E
20.1278 N, 110.0716 E
12.2867 N, 6.2200 E
57.9642 N, 113.3146 E
7.8503 N, 55.0931 E
9.1226 S, 105.4551 W
46.3138 N, 52.6682 E
67.3006 S, 103.7362 W
19.8623 N, 10.0298 W
2.6692 N, 26.4219 W
14.2076 N, 48.8335 E
42.0745 N, 109.7064 W
55.6246 N, 136.9747 E
51.5457 N, 81.4282 W
49.9981 S, 101.8823 E
20.1727 N, 167.6938 W
38.8787 S, 19.4554 W
51.6644 S, 74.1467 W
82.1020 N, 83.7342 E
11.6065 N, 73.3178 W
62.6180 S, 161.9240 E
62.0112 S, 13.9278 E
41.8090 S, 74.8990 W
11.1288 N, 120.1744 W
29.1588 N, 56.5756 E
35.6978 N, 153.3770 W
68.6201 S, 178.9054 W
21.3827 S, 154.1153 W
7.2316 S, 65.5240 E
47.3927 N, 138.0278 W
45.3651 N, 2.9323 E
37.0176 N, 179.0174 W
48.5987 S, 108.8950 E
70.7864 S, 51.8940 E
9.2513 N, 156.1427 E
53.6054 S, 17.9288 E
80.6864 S, 105.7398 W
65.4416 S, 24.0626 E
49.3578 S, 14.1351 E
25.1950 S, 128.2403 W
2.3403 S, 170.0623 W
36.9036 N, 25.4357 W
40.1184 S, 152.7161 E
27.3849 N, 162.2493 W
32.2584 N, 49.2503 E
2.1314 S, 170.4914 E
45.6515 N, 18.5158 W
28.0533 S, 160.8869 E
64.9764 N, 6.4031 W
87.7538 N, 131.8676 E
59.3412 S, 3.4599 E
37.7810 S, 157.8273 W
61.4864 N, 25.1207 W
13.0397 N, 94.2444 E
50.9550 S, 1.2280 E
56.4945 S, 51.8225 W
31.8083 N, 127.9237 W
53.5708 S, 95.7155 W
67.7431 S, 11.5354 E
10.5109 N, 55.9895 E
88.0553 S, 177.4546 W
37.2988 S, 125.0828 E
49.3089 N, 23.3959 W
30.7439 N, 132.1329 E
25.2315 S, 53.9476 W
65.3852 N, 120.7386 E
21.2733 S, 83.1785 E
28.0513 S, 78.1317 E
36.8394 N, 18.4987 W
3.5585 N, 17.0088 E
18.9479 S, 137.2512 E
61.9346 S, 143.1868 W
34.1362 S, 53.9550 W
25.4800 S, 167.2977 E
80.4060 S, 59.1739 W
55.7905 N, 9.5869 W
36.7920 N, 60.1459 E
50.3324 S, 79.2139 E
82.7934 N, 94.1853 W
69.6920 S, 149.5555 W
84.3493 N, 18.8870 E
55.7220 S, 107.5387 W
36.7834 S, 108.6611 E
2.7216 S, 95.9944 W
49.7112 N, 17.3105 W
18.0206 S, 37.3238 E
19.3918 N, 142.3665 E
47.0278 S, 38.3162 E
28.9507 N, 101.7473 E
86.2480 S, 50.6295 E
54.0308 S, 173.6836 E
80.2918 S, 66.4411 E
62.8750 S, 111.1011 E
61.1489 S, 111.5172 W
9.1519 S, 14.4448 E
62.6500 N, 157.8870 W
67.7579 S, 59.1659 W
14.0890 S, 101.4975 W
57.0350 N, 162.9333 E
45.8598 N, 157.2131 W
81.5809 S, 71.8226 E
65.5245 N, 70.2144 W
76.1673 S, 36.4884 W
56.6437 N, 142.0080 W
47.4432 N, 5.7091 W
64.8723 N, 174.0254 W
88.8262 S, 156.1852 E
69.9176 N, 15.1795 E
36.7157 N, 22.2371 W
6.5686 N, 60.3245 W
56.3057 S, 68.9748 W
6.2118 N, 167.9122 W
74.8426 N, 92.4249 W
40.9037 N, 63.4999 W
82.5725 S, 111.0589 W
51.3669 S, 102.1689 W
11.8040 N, 55.0726 E
71.9829 N, 112.8364 W
33.1196 N, 33.7539 W
75.2780 S, 160.2143 E
78.5401 N, 178.3111 W
60.9164 S, 128.2989 E
56.0953 N, 32.9358 W
56.0802 S, 95.9657 E
57.8084 S, 64.5253 E
5.1301 N, 52.5908 W
84.6876 N, 149.2500 W
0.2154 S, 37.7277 E
60.3261 N, 58.9834 E
86.5180 N, 56.0012 W
11.7215 S, 135.0539 E
55.4372 S, 25.5515 E
27.3827 N, 159.0626 W
76.4374 N, 30.1902 W
51.6539 S, 169.8891 E
32.4506 N, 122.8919 W
18.6890 S, 97.6424 E
83.8805 S, 109.6823 W
14.3950 N, 70.3401 E
23.9983 N, 17.8362 E
23.7132 S, 135.7948 E
54.3190 N, 165.0395 W
1.1609 S, 142.1226 W
68.8127 N, 90.2241 W
44.1176 N, 179.7023 W
36.2423 S, 130.6071 W
27.9149 N, 86.7447 E
2.5575 N, 126.4593 W
21.8821 S, 131.5640 W
22.0958 S, 74.6313 E
20.2735 S, 138.7455 E
47.1054 N, 60.8480 W
83.2714 S, 174.1182 E
25.2805 S, 133.1258 W
86.0504 N, 67.9032 W
76.5001 N, 171.8423 W
47.9248 N, 47.1105 E
86.4693 N, 27.1130 E
48.0936 S, 139.5442 E
44.5055 N, 14.6304 E
76.9013 N, 166.5352 W
67.2622 N, 46.4089 W
82.6822 S, 46.3264 E
12.3074 S, 3.8966 E
28.9740 S, 122.5679 W
1.3927 N, 89.7031 E
87.2338 N, 141.6744 W
24.0395 N, 97.2050 W
68.7092 N, 36.8954 E
64.0865 S, 6.0002 W
81.2266 S, 81.6463 E
24.2623 N, 154.6843 W
44.3629 N, 170.5117 W
66.0245 S, 147.5971 E
39.1521 N, 46.4537 E
16.8755 N, 6.7704 E
13.8705 N, 99.3569 E
87.7005 S, 26.3877 E
83.7603 S, 44.4223 W
18.9904 N, 144.5279 E
85.8975 S, 89.4019 E
32.0056 N, 28.3901 W
33.3212 S, 40.2204 E
51.9184 N, 79.0357 E
34.8254 N, 0.6591 W
85.4403 S, 95.5868 E
53.6840 S, 115.5698 E
59.9014 N, 116.3222 E
30.3074 N, 132.3737 E
50.8117 S, 24.4694 W
15.6194 N, 178.7992 W
74.8187 N, 108.6722 E
17.7676 S, 66.4512 W
5.9455 S, 119.3006 E
3.7808 S, 89.0479 W
25.1502 N, 130.9918 W
26.7032 S, 127.5211 E
18.7503 N, 103.5264 W
41.3958 S, 139.1996 W
82.9403 N, 107.8815 E
17.0293 N, 37.3173 E
89.5919 N, 163.5759 E
49.4557 N, 131.3609 E
79.1112 N, 49.1794 E
15.0645 N, 136.8761 E
8.9003 N, 116.8007 W
55.5126 N, 163.9740 E
88.7352 N, 164.6134 W
72.5741 N, 146.7858 E
75.5385 N, 127.5413 E
74.6877 N, 128.4888 E
57.2612 N, 29.4198 W
69.5035 N, 102.7997 E
12.9303 N, 155.5892 E
10.6640 N, 2.9549 W
64.0562 N, 35.8232 E
36.4681 S, 122.4510 W
84.4687 N, 67.8206 E
68.4194 S, 20.7230 E
57.2246 N, 109.9018 W
65.3465 S, 141.5420 E
86.8013 N, 4.6497 E
76.0084 S, 78.9114 W
61.1570 N, 117.8945 E
23.5089 N, 3.4493 W
38.9040 N, 72.6613 W
5.3019 S, 168.5547 E
25.7549 N, 18.7297 E
37.9565 N, 53.0079 E
54.1596 S, 116.4555 W
72.3921 N, 157.9125 E
16.4135 S, 9.1510 W
68.3234 N, 6.7098 W
40.2529 N, 109.9080 W
26.6485 S, 68.3313 W
43.9335 N, 30.8562 W
68.8830 N, 0.1514 W
83.7990 S, 103.5311 W
46.0859 N, 1.2643 E
73.2170 N, 179.7834 W
36.9400 N, 41.4068 W
33.6976 S, 69.2639 W
71.5720 N, 108.7664 E
0.0115 N, 141.0821 W
68.2050 N, 171.1695 E
70.0478 N, 110.6094 W
23.6405 S, 103.3870 W
69.0172 N, 2.2631 E
55.4491 N, 56.0640 W
31.2883 N, 147.3169 E
19.5921 N, 49.8160 W
87.4662 N, 15.1787 E
70.7501 S, 22.9197 W
61.0802 N, 84.9554 W
84.7258 N, 3.1002 E
23.6885 S, 39.2814 W
45.9193 S, 110.2736 E
12.3784 N, 119.9501 W
20.7489 N, 15.5049 E
48.1420 N, 157.2179 E
78.4182 N, 167.6118 W
20.0021 N, 60.0989 W
25.4403 N, 5.7401 W
4.7566 N, 104.6484 W
38.7949 N, 13.9157 W
28.1532 N, 124.8059 W
82.0296 N, 171.5184 E
10.3171 S, 88.5254 E
54.4509 N, 69.9950 W
32.3766 N, 158.0142 E
0.8752 N, 38.4813 W
40.0430 N, 88.5445 E
50.9008 S, 134.2176 W
13.9174 S, 170.4807 E
32.1262 N, 31.4667 W
65.3416 N, 62.6068 E
11.8667 S, 93.8851 E
18.3854 S, 44.4166 E
34.6866 S, 179.2682 E
61.1617 N, 73.6703 W
0.7666 N, 97.6523 E
41.0885 S, 15.5189 E
84.0708 N, 140.9845 E
49.4438 S, 138.6966 W
55.4787 S, 140.8174 W
20.4117 N, 112.5504 W
31.2091 N, 19.8087 E
20.5486 S, 11.7247 W
31.4020 N, 52.6298 W
71.9884 N, 174.0590 E
29.6736 N, 145.7609 E
65.7483 N, 145.8913 W
41.7867 N, 123.8381 W
35.1412 N, 177.0962 E
35.3041 N, 130.6331 W
8.7806 N, 63.8863 E
50.6658 S, 106.4706 W
64.4261 S, 149.1436 E
69.7445 S, 104.5659 E
66.2800 S, 154.9457 W
33.7876 S, 46.2300 E
6.1676 S, 49.4124 W
27.9265 N, 4.8999 W
4.6833 S, 38.4383 W
33.1095 N, 115.2885 E
74.9026 S, 37.8518 W
2.4225 N, 112.8304 E
3.8183 S, 13.7104 W
24.0371 S, 168.3994 E
58.0601 N, 76.8466 E
30.0529 S, 80.5366 E
43.5438 N, 112.9589 W
61.6128 S, 135.0320 E
63.5883 S, 160.9161 E
73.1219 N, 112.1779 E
45.6340 N, 20.9253 W
45.6527 N, 169.2727 E
54.9473 N, 33.1771 W
44.5420 S, 61.3346 E
51.8192 S, 32.7447 E
3.0557 N, 40.8788 E
76.3571 S, 164.5676 W
33.4158 N, 57.0386 E
25.8291 S, 88.1623 E
28.6065 S, 0.1932 W
7.3053 N, 130.2555 W
51.0303 N, 46.7307 W
13.9191 S, 61.3334 E
24.0361 S, 114.7087 E
50.8575 N, 10.2700 E
88.9395 N, 126.9118 W
69.4599 N, 142.6388 W
9.9125 N, 173.3755 E
39.9188 S, 57.2345 E
16.7688 N, 23.1377 W
6.9393 S, 13.3107 W
74.3120 N, 86.3269 E
58.1828 S, 7.4434 W
14.9918 N, 21.1398 W
16.6446 S, 133.3076 E
15.7915 S, 131.1014 E
72.0746 S, 36.3236 E
28.4714 N, 137.4033 E
26.7527 S, 1.8635 W
41.5703 N, 131.9952 E
72.3533 N, 2.6844 E
9.3219 N, 126.1113 W
2.4365 S, 45.1439 E
59.7619 S, 4.5665 W
35.5581 N, 43.5596 E
37.2135 S, 108.5686 E
42.6312 S, 72.4129 E
44.6686 S, 157.7442 E
47.1424 N, 135.5154 W
63.5877 S, 73.3612 E
76.4392 S, 34.1678 E
62.5464 N, 66.7718 E
81.8041 S, 169.9750 W
60.2198 N, 70.0194 W
43.5645 N, 66.6392 E
41.2956 S, 42.4734 E
85.1766 N, 166.0867 W
76.1667 S, 68.2229 W
88.8788 N, 33.5727 W
51.9647 N, 43.6009 E
21.2246 N, 0.7856 W
56.8041 N, 34.2675 E
47.8645 N, 27.9476 E
6.7748 S, 91.5527 E
75.6812 S, 79.9960 W
45.6725 N, 142.6982 W
18.4854 N, 19.6000 E
16.4320 N, 127.3215 W
55.9321 S, 170.7713 W
48.1426 S, 127.7568 W
54.6782 S, 79.8785 E
21.8227 N, 129.0110 W
64.1186 N, 63.1507 W
73.7258 N, 134.2648 W
33.8810 S, 16.2704 E
54.0779 S, 75.9669 E
60.0560 S, 154.0963 W
43.5852 N, 56.0330 W
79.3896 N, 105.0386 W
11.1431 S, 16.9228 W
22.6078 S, 146.4650 W
67.3266 S, 119.1014 E
39.3852 S, 163.7583 E
52.8044 S, 43.3953 W
13.9846 N, 7.6026 W
87.9313 S, 43.7731 W
73.0720 S, 129.7307 E
35.1646 S, 160.4344 W
69.1656 N, 144.3113 E
52.7133 N, 158.1947 E
25.6094 N, 64.9830 W
47.1051 S, 65.8619 W
72.8167 N, 28.1252 E
2.2253 S, 2.4051 E
21.5601 N, 23.9562 W
22.5964 N, 69.1382 W
59.0265 S, 122.4260 W
50.1340 N, 110.6870 E
72.2580 S, 145.2489 W
40.7625 N, 105.7026 W
38.5135 S, 38.9178 E
39.3357 N, 137.4319 W
1.3524 N, 28.8944 E
85.6886 S, 104.2112 W
64.1411 N, 107.5613 E
17.8370 S, 121.1151 W
10.0538 N, 90.6267 E
42.3755 S, 97.3131 W
15.3574 S, 142.9857 E
61.3129 S, 169.8100 W
22.5415 N, 45.3911 W
13.3671 N, 148.0847 W
86.1435 N, 97.7656 E
24.6697 S, 87.7712 E
71.5839 N, 93.5125 E
88.4376 N, 110.0943 W
58.6485 S, 18.1789 E
34.4079 S, 12.7680 E
12.2370 S, 174.0860 E
85.2160 S, 34.9498 W
24.2723 N, 161.3355 E
9.8188 N, 137.9182 E
10.5906 S, 65.1913 W
73.6042 S, 84.7628 W
62.7020 S, 171.8414 E
26.9996 N, 144.2065 E
89.1968 N, 12.6266 E
69.9149 S, 74.5257 W
70.5748 S, 59.0196 E
88.6814 S, 112.7110 W
81.8078 S, 125.9723 W
89.1433 N, 163.7049 W
16.4562 S, 142.6854 E
42.1275 N, 119.2589 E
15.1907 S, 107.9696 E
44.3032 S, 165.8971 W
39.9341 S, 176.4957 W
38.7164 N, 109.4106 W
31.4833 S, 147.5922 E
1.4142 S, 131.5774 W
28.7060 N, 94.0047 W
59.6877 N, 108.8895 W
75.3645 N, 95.7782 W
10.8017 S, 58.4664 E
26.7120 S, 17.6289 E
30.9263 N, 126.2144 W
5.0657 N, 128.6394 W
73.5755 S, 7.6624 W
4.3855 N, 120.3837 E
20.4936 S, 113.5836 W
48.2120 N, 37.6332 E
30.6432 N, 133.7210 E
58.7491 S, 52.5495 W
71.1589 S, 106.0580 E
86.0940 N, 85.1029 W
70.1768 S, 150.5451 W
61.2409 N, 53.5527 W
77.2227 S, 132.7678 W
49.6880 N, 133.8400 E
42.0060 S, 138.3130 W
25.7210 S, 128.7814 E
21.3563 S, 34.7220 W
68.4876 N, 35.4329 W
40.5490 S, 26.7878 E
77.0646 N, 120.8101 W
22.7780 S, 18.0864 E
41.3063 N, 85.0432 E
73.0618 N, 63.9773 E
40.0224 S, 93.9520 E
49.6790 S, 89.7144 W
21.8558 S, 66.7438 E
58.2670 S, 18.0767 W
46.1586 S, 34.1882 E
23.2300 S, 136.7661 W
61.5555 N, 25.2370 E
62.4863 N, 47.9972 E
13.5744 S, 141.2103 W
39.2011 N, 32.9405 E
77.1689 S, 112.1134 E
14.0904 S, 140.2599 W
43.2334 S, 33.7154 W
80.5340 N, 72.0532 W
12.2304 S, 16.1646 W
88.8719 S, 136.3347 E
77.5513 S, 5.3717 W
5.1326 N, 167.5770 W
19.9979 N, 179.8802 E
81.8597 N, 7.6774 E
1.5835 N, 40.6001 E
0.0338 S, 163.1448 W
38.3058 N, 128.3796 E
44.7592 N, 29.2533 W
47.9424 S, 153.3239 W
42.0099 S, 74.3668 E
29.9817 S, 33.5851 W
44.6181 S, 23.6820 W
37.7916 S, 31.8425 W
0.7918 N, 98.1273 E
46.3273 S, 166.3432 W
23.4943 S, 124.9318 W
31.4895 N, 40.7939 E
1.4637 S, 107.0297 E
16.9649 S, 69.8488 W
49.5365 N, 131.6651 W
36.6436 S, 85.9124 E
53.5459 N, 0.4919 E
88.2139 S, 20.6906 W
81.5290 S, 17.8362 W
9.6727 S, 173.5129 E
80.6768 N, 44.0098 E
22.8565 N, 55.9458 W
48.2730 S, 84.5283 E
27.6468 S, 85.0957 E
87.1860 N, 86.0034 E
56.8826 S, 59.8049 E
82.0409 N, 6.8265 W
39.7244 S, 110.0098 E
48.5160 S, 147.7587 W
63.1881 S, 84.1595 E
88.9511 N, 136.7010 E
51.5792 N, 144.0033 E
33.6287 S, 85.8513 E
71.6615 N, 39.5046 W
51.9165 N, 88.9721 W
30.2672 S, 87.2179 E
7.8809 S, 78.3631 W
12.2487 S, 39.2198 W
77.7090 N, 59.8067 E
27.6347 S, 153.9661 W
77.1012 S, 149.3726 E
32.6330 N, 37.4115 E
67.7655 N, 39.8417 E
67.5204 S, 68.9158 E
83.6680 S, 49.9617 E
59.5039 N, 154.5799 E
75.7649 S, 157.9245 W
42.9354 S, 27.2702 E
86.6280 S, 112.6320 W
80.1460 N, 116.3763 W
42.1848 N, 93.3115 W
9.3868 N, 158.7403 W
38.2823 N, 89.3626 W
85.0269 S, 32.9821 W
45.6451 N, 141.5885 W
69.4592 N, 156.6723 E
36.8135 S, 97.4144 W
25.0714 S, 38.6115 E
54.8795 N, 37.7594 W
81.6700 N, 27.6372 E
51.3908 N, 169.3542 E
7.3790 S, 67.9139 E
65.9617 S, 26.7542 E
24.7312 S, 58.2886 W
80.7940 S, 100.7334 E
43.6316 S, 139.0839 E
38.6570 N, 171.9559 E
13.2807 N, 144.8610 W
45.5949 N, 166.6449 W
34.9608 S, 91.7277 W
84.4632 S, 97.0447 E
73.2206 S, 26.9374 E
23.1660 S, 116.8089 E
71.4269 S, 28.9313 W
51.4911 S, 15.1038 E
55.8267 S, 163.1522 E
75.9145 S, 62.8587 E
11.3419 N, 65.1727 W
2.0847 N, 95.8285 W
46.2460 S, 13.1834 W
86.3073 N, 79.9482 W
48.0375 N, 126.4354 E
79.6671 N, 115.8640 W
60.2407 N, 79.4742 W
66.9062 N, 94.2598 E
4.0516 S, 75.2929 W
58.9638 S, 133.7401 W
10.1028 S, 17.8009 W
30.0702 S, 23.0155 W
34.3044 N, 87.4932 E
10.5670 N, 137.9928 W
73.8774 S, 30.7362 E
40.5809 S, 140.9878 W
46.2900 S, 62.1288 W
50.6897 S, 11.7895 W
38.4683 N, 152.5921 W
79.1591 S, 87.8623 W
86.5036 N, 67.6199 E
52.8917 S, 46.1368 E
24.1553 N, 169.6768 E
29.2350 S, 10.7041 W
56.1791 S, 61.3370 E
46.8315 S, 17.2897 W
6.7487 S, 156.7403 E
47.8408 S, 3.0208 W
57.5637 S, 62.1448 E
11.2072 N, 167.0970 W
44.9612 S, 155.0543 W
6.2473 N, 165.0705 E
36.9414 S, 155.0780 E
15.9410 N, 65.4993 W
71.1890 S, 54.1465 W
0.0846 S, 154.3881 E
45.1942 S, 88.2799 W
67.5331 S, 114.0512 E
39.2336 S, 9.6863 W
27.5816 N, 101.7098 W
80.6267 N, 109.3917 E
38.8224 N, 176.9724 E
46.7524 N, 136.0806 E
66.0755 S, 173.4401 E
30.5445 S, 108.9902 W
13.5064 S, 88.4607 E
14.6822 N, 129.0137 W
68.8065 N, 93.3601 E
31.3819 N, 35.9102 W
6.7504 S, 103.8578 E
18.5843 N, 168.5299 E
16.5405 N, 96.0800 E
60.3326 S, 149.5422 W
70.2439 S, 49.3862 W
15.5593 S, 97.4788 W
4.5983 S, 99.7894 E
39.6147 S, 85.8938 W
80.0072 N, 16.8493 E
22.8705 S, 56.3330 W
7.0693 S, 109.7694 W
44.5849 N, 104.4417 E
62.2493 N, 26.5384 W
56.3469 N, 176.2156 E
14.1327 S, 78.0081 E
53.5757 S, 76.1137 W
67.0882 S, 169.0721 E
75.2584 N, 16.6616 W
8.2968 N, 102.3439 W
39.0357 S, 103.6923 E
85.1767 S, 138.4953 E
17.3280 N, 114.0147 W
32.0659 S, 77.3470 E
52.0490 S, 143.7199 E
30.2291 N, 167.7576 W
18.8552 S, 58.7346 E
78.7729 N, 138.4473 W
54.1617 N, 58.8498 E
7.0922 S, 67.1460 E
17.1776 N, 2.0706 E
58.8186 N, 90.2594 W
19.4032 S, 63.2688 W
48.2498 N, 91.3098 E
6.6228 S, 53.9142 E
3.2929 N, 140.9517 W
65.6071 S, 123.5373 W
82.3452 S, 163.1639 E
40.6000 N, 91.2219 E
77.7867 S, 164.9252 E
9.7615 N, 62.2936 W
20.7455 N, 143.4973 E
60.5940 S, 122.5516 W
10.7334 N, 6.1827 E
48.8766 S, 50.6471 W
87.4877 S, 143.3419 E
43.7980 S, 120.8575 E
32.9668 N, 141.4471 E
27.5380 N, 162.1992 E
31.1816 N, 146.7429 W
81.7496 N, 160.5954 E
80.8136 N, 133.2155 E
25.4218 S, 78.1092 E
11.8145 S, 45.5559 E
52.5510 N, 97.8590 E
20.6110 S, 165.1618 W
30.8213 N, 33.9858 E
69.2288 N, 161.1681 W
49.6328 S, 158.8906 E
42.7836 N, 45.7339 W
14.5074 S, 125.0901 W
45.1806 S, 113.4712 W
85.8733 S, 115.1153 E
68.2384 N, 156.9943 W
86.4115 S, 104.3625 W
17.7872 S, 70.0479 E
38.7955 N, 137.2428 W
65.4741 N, 142.0939 E
14.9022 S, 129.3729 W
25.8849 S, 19.3519 W
16.8111 N, 127.8598 W
80.9020 S, 140.2158 E
84.5675 S, 117.1485 W
82.8471 S, 98.8453 W
72.6086 S, 164.7815 W
59.7961 N, 80.2379 W
40.0115 N, 124.5409 E
44.5344 S, 125.0579 E
65.0533 N, 112.0697 W
65.0537 N, 90.1921 E
80.5551 S, 108.0731 W
77.9778 S, 14.1753 E
40.6822 S, 81.9982 W
24.5547 N, 101.0116 E
87.5637 N, 159.4540 E
29.5775 N, 36.1671 E
57.6346 N, 134.4050 W
45.9865 S, 153.3768 W
4.3880 N, 122.6121 W
15.0313 S, 127.1603 W
75.2935 N, 168.4678 E
75.8954 N, 25.1091 W
13.0621 N, 129.2832 E
2.5514 S, 107.6566 E
12.2627 N, 77.3311 E
28.8455 N, 21.9543 W
68.9305 N, 99.7267 E
8.3998 N, 60.0123 W
19.5110 S, 120.8719 E
87.3595 S, 156.5182 E
59.8722 S, 66.5302 E
71.4430 N, 146.3187 E
82.7764 S, 24.9560 E
4.4691 N, 91.4669 W
60.7416 S, 43.7277 W
10.7761 S, 155.9733 E
33.0004 S, 16.8976 W
85.3029 S, 23.3149 E
10.9335 N, 64.1349 E
66.1066 S, 54.4972 E
62.8023 S, 69.6860 W
67.9166 S, 94.7632 W
70.4369 N, 1.2173 W
11.9474 S, 150.5630 W
24.4324 N, 30.9651 E
60.7642 S, 167.5946 E
66.9548 N, 163.7859 E
